tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
559292	Saccharomyces cerevisiae S288C	856681	0	live	SPF1	YEL031W, COD1, PER9, PIO1	ion-transporting P-type ATPase SPF1	ion-transporting P-type ATPase SPF1		V	NC_001137.3	90258	93905	plus	1		
9606	Homo sapiens	6697	0	live	SPR	SDR38C1	sepiapterin reductase	sepiapterin reductase|Sepiapterin reductase (L-erythro-7,8-dihydrobiopterin forming)|sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase)|short chain dehydrogenase/reductase family 38C, member 1	2p13.2	2	NC_000002.12	72887408	72892158	plus	3	182125	
10116	Rattus norvegicus	293897	0	live	Dkk1		dickkopf WNT signaling pathway inhibitor 1	dickkopf-related protein 1|dickkopf 1 homolog|dickkopf homolog 1|dickkopf-like protein 1	1q52	1	NC_086019.1	237794969	237798650	minus	4		
9606	Homo sapiens	55486	0	live	PARL	PRO2207, PSARL, PSARL1, PSENIP2, RHBDS1	presenilin associated rhomboid like	presenilin-associated rhomboid-like protein, mitochondrial|mitochondrial intramembrane-cleaving protease PARL|presenilins-associated rhomboid-like protein, mitochondrial|rhomboid 7 homolog 1	3q27.1	3	NC_000003.12	183826489	183884880	minus	13	607858	
10090	Mus musculus	19324	0	live	Rab1a	Gtbp, Rab-1, Rab1, Ypt1, mKIAA3012	RAB1A, member RAS oncogene family	ras-related protein Rab-1A|RAB1, member RAS oncogene family|YPT1-related protein|ras-related YPT1 protein	11 12.92 cM	11	NC_000077.7	20151412	20176856	plus	6		
9606	Homo sapiens	2829	0	live	XCR1	CCXCR1, GPR5	X-C motif chemokine receptor 1	chemokine XC receptor 1|G protein-coupled receptor 5|XC chemokine receptor 1|chemokine (C motif) XC receptor 1|chemokine (C motif) receptor 1|lymphotactin receptor	3p21.31	3	NC_000003.12	46017007	46085844	minus	8	600552	
9606	Homo sapiens	2861	0	live	GPR37	EDNRBL, PAELR, hET(B)R-LP	G protein-coupled receptor 37	prosaposin receptor GPR37|ETBR-LP-1|G protein-coupled receptor 37 (endothelin receptor type B-like)|Parkin-associated endothelin receptor-like receptor|endothelin B receptor-like protein 1|probable G-protein coupled receptor 37	7q31.33	7	NC_000007.14	124743885	124765792	minus	2	602583	
10090	Mus musculus	574402	0	live	Gpr17		G protein-coupled receptor 17	uracil nucleotide/cysteinyl leukotriene receptor|UDP/CysLT receptor	18 17.89 cM	18	NC_000084.7	32076052	32082925	minus	3		
9606	Homo sapiens	4061	0	live	LY6E	RIG-E, RIGE, SCA-2, SCA2, TSA-1	lymphocyte antigen 6 family member E	lymphocyte antigen 6E|ly-6E|lymphocyte antigen 6 complex, locus E|retinoic acid induced gene E|retinoic acid-induced gene E protein|stem cell antigen 2|thymic shared antigen 1	8q24.3	8	NC_000008.11	143018529	143022409	plus	4	601384	
7227	Drosophila melanogaster	36251	0	live	Buffy	Dmel_CG8238, BUFFY, Bcl-2-48AE/Borg2, Buffy/DBorg-2, Buffy/dBorg-2, CG8238, Dbx, Dmel\CG8238, Drob2, buffy, dBORG-2/BUFFY, dBorg-2, dBorg2, dbuffy	buffy	buffy|48A-E Bcl-2-like|Buffy-PA|CG8238-PA	2-65 cM	2R	NT_033778.4	11679492	11688557	plus	5		
7227	Drosophila melanogaster	35411	0	live	Lamp1	Dmel_CG3305, CG3305, Dmel\CG3305, LAMP, LAMP1, Lamp, Lamp-1, dLAMP, dLamp, lamp1	Lamp1	Lamp1|CG3305-PA|Lamp1-PA|lysosomal-associated membrane protein 1|lysosome-associated membrane protein	2-54 cM	2L	NT_033779.5	21573389	21577103	plus	4		
10090	Mus musculus	21402	0	live	Skp1	15kDa, 2610043E24Rik, 2610206H23Rik, EMC19, OCP-II, OCP2a, Tceb1l, p19A, p19Skp1, Skp1	S-phase kinase-associated protein 1	S-phase kinase-associated protein 1|S-phase kinase-associated protein 1A|cyclin-A/CDK2-associated protein p19	11 31.86 cM	11	NC_000077.7	52121349	52137685	plus	7		
9606	Homo sapiens	26232	0	live	FBXO2	FBG1, FBX2, Fbs1, NFB42, OCP1	F-box protein 2	F-box only protein 2|F-box gene 1|organ of Corti protein 1	1p36.22	1	NC_000001.11	11648387	11654429	minus	6	607112	
9606	Homo sapiens	100996717	0	live	NOTCH2NLC	ETM6, N2N, NIID, NOTCH2NL, NOTCH2NLA, OPDM3	notch 2 N-terminal like C	notch homolog 2 N-terminal-like protein C|Notch homolog 2 N-terminal-like protein A	1q21.2	1	NC_000001.11	149390621	149471833	plus	5	618025	
10090	Mus musculus	387175	0	live	Mir15b	Mirn15b, mir-15b, mmu-mir-15b	microRNA 15b		3 32.15 cM	3	NC_000069.7	68917105	68917168	plus	1		
9606	Homo sapiens	406896	0	live	MIR103A2	MIR103-2, MIRN103-2, mir-103a-2	microRNA 103a-2	hsa-mir-103-2|hsa-mir-103a-2|microRNA 103-2	20p13	20	NC_000020.11	3917494	3917571	plus	1	613188	
9606	Homo sapiens	26994	0	live	RNF11	CGI-123, SID1669	ring finger protein 11	RING finger protein 11	1p32.3	1	NC_000001.11	51236273	51273447	plus	3	612598	
9606	Homo sapiens	79705	0	live	LRRK1	OSMD, RIPK6, Roco1	leucine rich repeat kinase 1	leucine-rich repeat serine/threonine-protein kinase 1	15q26.3	15	NC_000015.10	100919357	101078257	plus	34	610986	
9606	Homo sapiens	89941	0	live	RHOT2	ARHT2, C16orf39, MIRO-2, MIRO2, RASL	ras homolog family member T2	mitochondrial Rho GTPase 2|mitochondrial Rho (MIRO) GTPase 2|ras homolog gene family, member T2	16p13.3	16	NC_000016.10	668083	674174	plus	18	613889	
9606	Homo sapiens	4294	0	live	MAP3K10	MEKK10, MLK2, MST	mitogen-activated protein kinase kinase kinase 10	mitogen-activated protein kinase kinase kinase 10|MKN28 derived nonreceptor_type serine/threonine kinase|MKN28 kinase|mixed lineage kinase 2|protein kinase MST	19q13.2	19	NC_000019.10	40191426	40215575	plus	11	600137	
9606	Homo sapiens	9481	0	live	SLC25A27	UCP4	solute carrier family 25 member 27	mitochondrial uncoupling protein 4|UCP 4|uncoupling protein 4	6p12.3	6	NC_000006.12	46652975	46678190	plus	10	613725	
9606	Homo sapiens	59269	0	live	HIVEP3	KBP-1, KBP1, KRC, SHN3, Schnurri-3, ZAS3, ZNF40C	HIVEP zinc finger 3	transcription factor HIVEP3|ZAS family, member 3|human immunodeficiency virus type I enhancer binding protein 3|kappa-B and V(D)J recombination signal sequences-binding protein|kappa-binding protein 1|zinc finger protein ZAS3	1p34.2	1	NC_000001.11	41506365	42035934	minus	17	606649	
10090	Mus musculus	70086	0	live	Cysltr2	2300001H05Rik, CYSLT2R, Cltr2, Cyslt2	cysteinyl leukotriene receptor 2	cysteinyl leukotriene receptor 2	14 38.54 cM	14	NC_000080.7	73263043	73286554	minus	6		
9606	Homo sapiens	64216	0	live	TFB2M	Hkp1, h-mtTFB, h-mtTFB2, hTFB2M, mtTFB2	transcription factor B2, mitochondrial	dimethyladenosine transferase 2, mitochondrial|HCV NS5A-transactivated protein 5|S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase 2|hepatitis C virus NS5A-transactivated protein 5|mitochondrial 12S rRNA dimethylase 2|mitochondrial transcription factor B2	1q44	1	NC_000001.11	246540561	246566261	minus	8	607055	
10116	Rattus norvegicus	140942	0	live	Ddit4	Rtp801	DNA-damage-inducible transcript 4	DNA damage-inducible transcript 4 protein|HIF-1 responsive RTP801|HIF-1 responsive protein RTP801|REDD-1|protein regulated in development and DNA damage response 1	20q11	20	NC_086038.1	28434938	28437037	minus	3		
9606	Homo sapiens	3208	0	live	HPCA	BDR2, DYT2	hippocalcin	neuron-specific calcium-binding protein hippocalcin|calcium-binding protein BDR-2|dystonia 2, torsion (autosomal recessive)	1p35.1	1	NC_000001.11	32885996	32894646	plus	6	142622	
10090	Mus musculus	12850	0	live	Coq7	clk-1	demethyl-Q 7	5-demethoxyubiquinone hydroxylase, mitochondrial|DMQ hydroxylase|coenzyme Q biosynthesis protein 7 homolog|timing protein clk-1 homolog|ubiquinone biosynthesis monooxygenase COQ7|ubiquinone biosynthesis protein COQ7 homolog	7 63.44 cM	7	NC_000073.7	118108881	118132529	minus	9		
9606	Homo sapiens	51106	0	live	TFB1M	CGI-75, CGI75, mtTFB, mtTFB1	transcription factor B1, mitochondrial	dimethyladenosine transferase 1, mitochondrial|S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase 1|h-mtTFB1|hTFB1M|homolog of yeast mitochondrial transcription factor B|mitochondrial 12S rRNA dimethylase 1|mitochondrial dimethyladenosine transferase 1	6q25.3	6	NC_000006.12	155229871	155314484	minus	13	607033	
9606	Homo sapiens	112755	0	live	STX1B	GEFSP91, STX1B2, STX1B	syntaxin 1B	syntaxin-1B|syntaxin-1B1|syntaxin-1B2	16p11.2	16	NC_000016.10	30989256	31010638	minus	11	601485	
9606	Homo sapiens	4580	0	live	MTX1	MTX, MTXN	metaxin 1	metaxin-1|mitochondrial outer membrane import complex protein 1	1q22	1	NC_000001.11	155208695	155213839	plus	8	600605	
10116	Rattus norvegicus	24560	0	live	Cd200	Cspmo2, MRCOX2, Mox2	Cd200 molecule	OX-2 membrane glycoprotein|Cd200 antigen|MRC OX-2 antigen|cell surface protein (thymocyte antigen identified by monoclonal antibody MRC-OX2)	11q21	11	NC_086029.1	68916200	68943570	plus	6		
9606	Homo sapiens	6192	0	live	RPS4Y1	RPS4Y, S4	ribosomal protein S4 Y-linked 1	small ribosomal subunit protein eS4, Y isoform 1|small ribosomal subunit protein eS4, Y|40S ribosomal protein S4, Y|ribosomal protein S4, Y-linked|ribosomal protein S4Y|small ribosomal subunit protein eS4	Yp11.2	Y	NC_000024.10	2841602	2867268	plus	7	470000	
9606	Homo sapiens	254428	0	live	SLC41A1	MgtE, NPHPL2	solute carrier family 41 member 1	solute carrier family 41 member 1|solute carrier family 41 (magnesium transporter), member 1	1q32.1	1	NC_000001.11	205789095	205813198	minus	11	610801	
9606	Homo sapiens	441549	0	live	CDNF	ARMETL1	cerebral dopamine neurotrophic factor	cerebral dopamine neurotrophic factor|ARMET-like protein 1|arginine-rich, mutated in early stage tumors-like 1|conserved dopamine neurotrophic factor	10p13	10	NC_000010.11	14819245	14838037	minus	4	611233	
63221	Homo sapiens neanderthalensis	6775094	0	live	ND2		NADH dehydrogenase subunit 2	NADH dehydrogenase subunit 2		MT	NC_011137.1	4465	5506	plus	0		
9606	Homo sapiens	23461	0	live	ABCA5	ABC13, EST90625, HTC3	ATP binding cassette subfamily A member 5	cholesterol transporter ABCA5|ATP-binding cassette A5|ATP-binding cassette, sub-family A (ABC1), member 5	17q24.3	17	NC_000017.11	69244311	69327133	minus	39	612503	
9606	Homo sapiens	23113	0	live	CUL9	H7AP1, PARC	cullin 9	cullin-9|CUL-9|UbcH7-associated protein 1|p53-associated parkin-like cytoplasmic protein|parkin-like cytoplasmic p53 binding protein	6p21.1	6	NC_000006.12	43182196	43224587	plus	43	607489	
9606	Homo sapiens	23208	0	live	SYT11	SYT12, sytXI	synaptotagmin 11	synaptotagmin-11|synaptotagmin 12|synaptotagmin XI	1q22	1	NC_000001.11	155859567	155885199	plus	4	608741	
7227	Drosophila melanogaster	50070	0	live	mask	Dmel_CG33106, CG18671, CG31138, CG33106, CG6268, CG6313, Dmel\CG33106, EC3-6, MASK, Mask, cg6313	multiple ankyrin repeats single KH domain	multiple ankyrin repeats single KH domain|CG33106-PA|CG33106-PB|CG33106-PC|CG33106-PD|CG33106-PE|CG33106-PF|mask-PA|mask-PB|mask-PC|mask-PD|mask-PE|mask-PF	3-84 cM	3R	NT_033777.3	24230562	24250248	plus	19		
10116	Rattus norvegicus	59076	0	live	Grk6	Gprk6	G protein-coupled receptor kinase 6	G protein-coupled receptor kinase 6|g protein-coupled receptor kinase GRK6	17p14	17	NC_086035.1	9182160	9198380	minus	18		
10090	Mus musculus	13382	0	live	Dld		dihydrolipoamide dehydrogenase	dihydrolipoyl dehydrogenase, mitochondrial|branched chain alpha-keto acid dehydrogenase complex subunit E3	12 13.43 cM	12	NC_000078.7	31381561	31401470	minus	14		
9606	Homo sapiens	25897	0	live	RNF19A	RNF19	ring finger protein 19A, RBR E3 ubiquitin protein ligase	E3 ubiquitin-protein ligase RNF19A|double ring-finger protein|protein p38 interacting with transcription factor Sp1|ring finger protein 19A, E3 ubiquitin protein ligase|ring-IBR-ring domain containing protein Dorfin	8q22.2	8	NC_000008.11	100257067	100336204	minus	15	607119	
10090	Mus musculus	51886	0	live	Fubp1	9530027K12Rik, D3Ertd330e, FBP, Fubp, Fubp4	far upstream element (FUSE) binding protein 1	far upstream element-binding protein 1|FUSE-binding protein 1|far upstream element (FUSE) binding protein 4	3 77.05 cM	3	NC_000069.7	151916059	151942467	plus	21		
10116	Rattus norvegicus	83722	0	live	Plk2	Snk	polo-like kinase 2	serine/threonine-protein kinase PLK2|PLK-2|polo-like kinase 1|serine/threonine-protein kinase SNK|serum-inducible kinase	2q14	2	NC_086020.1	43702536	43708305	plus	14		
7955	Danio rerio	494085	0	live	pink1	wu:fc39e12, zgc:101729	PTEN induced kinase 1	serine/threonine-protein kinase PINK1, mitochondrial|PTEN induced putative kinase 1		23	NC_007134.7	37466855	37478739	plus	8		
9606	Homo sapiens	148979	0	live	GLIS1		GLIS family zinc finger 1	zinc finger protein GLIS1|GLI-similar 1	1p32.3	1	NC_000001.11	53506239	53739164	minus	16	610378	
9606	Homo sapiens	22987	0	live	SV2C	SLC22B3	synaptic vesicle glycoprotein 2C	synaptic vesicle glycoprotein 2C|solute carrier family 22 member B3|synaptic vesicle protein 2C	5q13.3	5	NC_000005.10	75847464	76353939	plus	18	610291	
10090	Mus musculus	15107	0	live	Hadh	HCDHsc, Schad, Hadh	hydroxyacyl-Coenzyme A dehydrogenase	hydroxyacyl-coenzyme A dehydrogenase, mitochondrial|L-3-hydroxyacyl-Coenzyme A dehydrogenase, short chain|hydroxylacyl-Coenzyme A dehydrogenase-dehydrogenase|medium and short chain L-3-hydroxyacyl-coenzyme A dehydrogenase|short-chain 3-hydroxyacyl-CoA dehydrogenase	3 60.86 cM	3	NC_000069.7	131027068	131065750	minus	8		
9606	Homo sapiens	158038	0	live	LINGO2	LERN3, LRRN6C	leucine rich repeat and Ig domain containing 2	leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 2|leucine rich repeat neuronal 6C|leucine-rich repeat neuronal protein 3|leucine-rich repeat neuronal protein 6C	9p21.2-p21.1	9	NC_000009.12	27937617	29213601	minus	20	609793	
10116	Rattus norvegicus	64357	0	live	Cd200r1	Mox2r	CD200 receptor 1	cell surface glycoprotein CD200 receptor 1|CD200 cell surface glycoprotein receptor|OX102 antigen|OX2 receptor|antigen identified by monoclonal antibody MRC OX-2 receptor|cell surface glycoprotein OX2 receptor 1	11q21	11	NC_086029.1	69392943	69427213	minus	8		
9606	Homo sapiens	84286	0	live	TMEM175	hTMEM175	transmembrane protein 175	endosomal/lysosomal proton channel TMEM175|endosomal/lysomomal potassium channel TMEM175|endosomal/lysosomal potassium channel TMEM175|potassium channel TMEM175	4p16.3	4	NC_000004.12	932460	958656	plus	13	616660	
10090	Mus musculus	14708	0	live	Gng7	Hg3b	guanine nucleotide binding protein (G protein), gamma 7	guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-7|guanine nucleotide binding protein (G protein), gamma 7 subunit|heterotrimeric guanine nucleotide-binding protein 3b	10 39.72 cM	10	NC_000076.7	80784463	80850742	minus	7		
7227	Drosophila melanogaster	38974	0	live	GstO2	Dmel_CG6673, CG6673, CG6673-A, CG6673-B, CG6673A, CG6673B, DmGSTO1, DmGSTO2a, DmGSTO2b, Dmel\CG6673, GSTO2, GSTO2a, GSTO2b, anon-EST:Posey29, gsto2	Glutathione S transferase O2	glutathione S transferase O2|CG6673-PA|CG6673-PB|GstO2-PA|GstO2-PB	3-26 cM	3L	NT_037436.4	8521429	8523501	minus	4		
10090	Mus musculus	26876	0	live	Adh4	Adh2	alcohol dehydrogenase 4 (class II), pi polypeptide	all-trans-retinol dehydrogenase [NAD(+)] ADH4|alcohol dehydrogenase 2|alcohol dehydrogenase II|alcohol dehydrogenase class II|class II type ADH	3 64.24 cM	3	NC_000069.7	138121217	138138444	plus	9		
10090	Mus musculus	69310	0	live	Pacrg	1700008H23Rik	PARK2 co-regulated	parkin coregulated gene protein homolog|PARK2 coregulated gene protein|hypertension-related protein 1-like protein|parkin co-regulated gene protein	17 7.8 cM	17	NC_000083.7	10621938	11059078	minus	6		
10116	Rattus norvegicus	296851	0	live	Pon2		paraoxonase 2	serum paraoxonase/arylesterase 2|A-esterase 2|PON 2|aromatic esterase 2|serum aryldialkylphosphatase 2	4q21	4	NC_086022.1	34356270	34391684	minus	9		
9606	Homo sapiens	11098	0	live	PRSS23	SIG13, SPUVE, ZSIG13	serine protease 23	serine protease 23|protease, serine 23|putative secreted protein Zsig13|serine protease, umbilical endothelium	11q14.2	11	NC_000011.10	86791071	86952910	plus	8	618376	
9606	Homo sapiens	693184	0	live	MIR599	MIRN599, hsa-mir-599	microRNA 599		8q22.2	8	NC_000008.11	99536636	99536730	minus	1		
10116	Rattus norvegicus	84423	0	live	Nrtn		neurturin	neurturin	9q11	9	NC_086027.1	1669099	1674957	minus	3		
9606	Homo sapiens	64342	0	live	HS1BP3	ETM2, HS1-BP3	HCLS1 binding protein 3	HCLS1-binding protein 3|HS1-binding protein 3|HSP1BP-3	2p24.1	2	NC_000002.12	20553861	20651098	minus	11	609359	
559292	Saccharomyces cerevisiae S288C	854466	0	live	YPK9	YOR291W	putative acid anhydride hydrolase	putative acid anhydride hydrolase		XV	NC_001147.6	861175	865593	plus	1		
9606	Homo sapiens	64409	0	live	GALNT17	GALNACT17, GALNT16, GALNT20, GALNTL3, GalNAc-T17, GalNAc-T19, GalNAc-T5L, WBSCR17	polypeptide N-acetylgalactosaminyltransferase 17	polypeptide N-acetylgalactosaminyltransferase 17|UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase-like 3|UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase-like protein 3|UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 16|Williams-Beuren syndrome chromosome region 17|galNAc-T-like protein 3|polypeptide GalNAc transferase 3|polypeptide GalNAc transferase-like protein 3|polypeptide N-acetylgalactosaminyltransferase WBSCR17|polypeptide N-acetylgalactosaminyltransferase-like 3|pp-GaNTase-like protein 3|pp-GalNAc-transferase 20|ppGalNAc-T17|protein-UDP acetylgalactosaminyltransferase-like protein 3|putative polypeptide N-acetylgalactosaminyltransferase-like protein 3|williams-Beuren syndrome chromosomal region 17 protein	7q11.22	7	NC_000007.14	71132144	71713599	plus	14	615137	
9606	Homo sapiens	346288	0	live	SEPTIN14	SEPT14, Septin-14	septin 14	septin-14	7p11.2	7	NC_000007.14	55793540	55862752	minus	10	612140	
10116	Rattus norvegicus	100314040	0	live	Mir181b1	Mir181b-1, rno-mir-181b-1	microRNA 181b-1	microRNA mir-181b-1	13q13	13	NC_086031.1	52037228	52037337	plus	1		
10090	Mus musculus	387185	0	live	Mir190a	Mir190, Mirn190, mir-190, mir-190a, mmu-mir-190, mmu-mir-190a	microRNA 190a	microRNA 190	9 36.4 cM	9	NC_000075.7	67143942	67144008	minus	1		
10116	Rattus norvegicus	117549	0	live	Gpr37	Ednrbl	G protein-coupled receptor 37	prosaposin receptor GPR37|G protein-coupled receptor 37 (endothelin receptor type B-like)|G-protein coupled receptor CNS1|probable G-protein coupled receptor 37	4q22	4	NC_086022.1	55104355	55126420	minus	2		
9606	Homo sapiens	150726	0	live	FBXO41	FBX41	F-box protein 41	F-box only protein 41	2p13.2	2	NC_000002.12	73254690	73284478	minus	17	609108	
10116	Rattus norvegicus	64443	0	live	Gpr88		G-protein coupled receptor 88	G protein-coupled receptor 88|probable G-protein coupled receptor 88|striatum-specific G-protein coupled receptor	2q42	2	NC_086020.1	206876373	206885034	minus	5		
10090	Mus musculus	78309	0	live	Cul9	1810035I07Rik, Cul-9, Parc, mKIAA0708	cullin 9	cullin-9|p53-associated parkin-like cytoplasmic protein	17 22.9 cM	17	NC_000083.7	46811535	46857314	minus	42		
10116	Rattus norvegicus	306417	0	live	Sh3rf1	Posh, Sh3md2	SH3 domain containing ring finger 1	E3 ubiquitin-protein ligase SH3RF1|RING-type E3 ubiquitin transferase SH3RF1|SH3 domain-containing RING finger protein 1|SH3 multiple domains protein 2|plenty of SH3s|putative E3 ubiquitin-protein ligase SH3RF1|putative scaffolding protein POSH	16p12	16	NC_086034.1	33746396	33912127	minus	12		
7955	Danio rerio	325119	0	live	uchl1	cb358, wu:fc55h08	ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase)	ubiquitin carboxyl-terminal hydrolase isozyme L1		1	NC_007112.7	22647756	22652024	minus	9		
10116	Rattus norvegicus	293653	0	live	Acy3	RGD1305394	aminoacylase 3	N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming)|ACY-3|aspartoacylase (aminoacylase) 3|aspartoacylase (aminocyclase) 3|aspartoacylase 3|aspartoacylase-2	1q43	1	NC_086019.1	210709238	210715258	plus	9		
10090	Mus musculus	100124481	0	live	Mir190b	Mirn190b, mir-190b	microRNA 190b	microRNA mir-190b|mmu-mir-190b	3 39.2 cM	3	NC_000069.7	89977327	89977406	plus	1		
7955	Danio rerio	568666	0	live	atp13a2	im:7147302, zgc:136762	ATPase cation transporting 13A2	cation-transporting ATPase 13A2|ATPase 13A2|ATPase type 13A2|N-ATPase		23	NC_007134.7	24511417	24542933	minus	30		
